Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
954.2218389584946,2.6114849702939837,-3.058652636161701,-1.1594737425017343,-3.742323297366672,-1.790791965843334,2.807719882787998,1.2863083701472566,-0.7204737406347346,0.7549602518385067,-2.5748038195549814,0.8389942423023786,-0.0913376056139574,0.0517039395128979,3.510613652615988,1.7137709138403228,0.3558392086374521,1.2632652197669296,-2.303411966722887,-3.2093260352783965,-3.23682471334648,-0.6614103862498657,0.3245398169372484,0.6958882998896598,2.229047169911384,-1.356246684747668,-0.4129914550109828,-3.0412564575888763,-3.592807953284276,170.58410255599657
3557.000614314663,0.1456740598322232,0.0331225363046054,3.9212682710923215,-1.86134467889709,-2.5926196365749377,-0.3802133081854122,-3.4938998747854964,-2.728827635416192,1.4078199310267998,0.1328001122287707,0.4575560352655076,-1.0121541566650527,-1.993735467575111,-1.890168900103627,2.9514974718527425,0.1044944941142105,2.2956498423093814,-3.1564696739998346,3.0394228289265737,-2.980251113352389,1.651215873133507,2.5851449548559566,1.5843319781394358,-1.2423626217508876,-2.503357501905716,-3.388542740808682,0.4104879347703858,0.2169768007746201,4.096664986292486
4392.425101379648,0.5891605972835903,-1.1198539692957303,-1.8489217611544009,-1.269442361714547,1.9857006551084355,0.6851459239992052,3.4127477439255074,-2.6378858718595213,0.8962416019580944,2.378142564038256,-2.702185033015697,2.2732892686260846,2.94285157164991,3.090953577953336,0.197451144758153,-2.655668534734552,-0.7883621817493119,3.0771465959094138,-2.687800174039971,1.6427480489498425,0.557452253753082,0.9683909428597882,3.233725549819876,-1.8430748034440163,0.9056056939042454,-2.052530661408879,-1.534514677940224,-0.7771552339570817,220.64877354850609
5942.336448709739,-1.914361457161456,2.7945153452762184,3.771502660172378,-2.7062838863205965,0.1984297185651172,2.9845642996288624,-1.807089075870174,-0.5490438486777813,-2.2686421807654944,-0.182459159596241,-2.9866808035895382,1.9926480037389624,-0.3968145458629823,0.3502597369176424,-1.243357505837542,0.652944763644425,0.9844836876999764,2.960596898881573,1.2585516630215223,3.187515842754149,3.05182599772815,1.0472895274203735,0.4713961901306402,-2.183894454674051,-3.182195012007955,-1.0113158427350704,1.4543791880542585,-0.6056439793615979,482.3667950531431
7815.275523740977,-1.432356162272535,0.7926741046918173,1.926862136724012,3.311450378644987,-0.9026377967796322,-0.0994039022764172,-1.1970199865026,-1.4710236218244646,-2.7760626921169176,-0.7936291688729079,-0.3620455628750695,0.8427247284997874,-1.9228660788154444,1.9703396107375992,1.271780728311109,-0.2185258919091421,-1.4207518607601437,-2.138172621252987,1.0915269986384954,0.116849488043674,-1.4985191392206798,1.5522299379889015,0.8510646031259481,3.55004383989722,0.0177478828393158,2.049391894641537,0.6366988849982564,3.348298706350154,34.823560154579845
8026.631318015607,1.1530608892572731,0.1628129466927692,0.4568194415755404,2.472192938890532,1.7117712741951174,-2.906496957445084,-2.248873307814309,0.3465905739591335,1.3339523366307562,-1.2843222944317254,0.5254243058916642,-1.2938545889279818,-3.0030491362053,3.5630071112990174,-2.442191306937004,-2.380136329874658,0.6146561169152712,0.7815997151923791,-0.6613952343915526,1.586224854680144,-1.8313913309488803,-2.1939556319802818,-2.626643203090216,1.260279118692707,-2.0143750573529706,2.515157930440997,2.4174286558847617,3.7671584332521,23.6125650647291
10036.848182664868,-2.6422713733532923,2.483840560946914,-0.887542092411609,-1.568216460691184,-0.9324485979027836,-2.2784267418814284,-0.1088164186551174,0.6654359136589435,0.4812859532292675,1.716287098502543,-3.002221256453346,-0.0184435467997159,0.4221636310827648,1.2336438940521337,2.367996392746904,0.6387364421637449,-1.8220158155679893,-0.8841665767072329,-1.4069801860597653,-2.055310744548618,-1.998211909152084,-3.739653130713009,1.4325700292380854,-1.5373487844415814,1.6054077757204597,-1.541827244037525,0.7272209310765152,0.4145722821827067,144.97171906671588
10982.882929424884,3.1049054166488004,-0.6821004831078037,-1.2267645113278656,-0.7181811806410316,2.7943889660893424,-2.888354282709313,2.672298622998839,0.7178851141502987,0.3029502613716351,-2.1419149607719783,1.4395939670774016,-1.791326868810455,0.1003462465070019,-1.0136301785185606,2.675120349174131,0.961450072871727,1.5695115263987074,-3.2119968044244933,-0.7021202754553069,-2.7948500236718576,0.0874102562748508,3.480495046305952,1.3276818807948785,-3.232091305374125,0.0275971053437477,0.6112797975217186,0.2321086556384736,2.631492904774646,29.17253567471572
11240.9152678563,1.0590310173378623,0.1108050804223592,-0.0119587240805064,-0.8576114919870703,-2.385655684685372,-0.7532865157718938,0.7566999990347418,0.4633661617886119,1.4960563269554787,-2.7815438145863527,-0.8461253106402739,-0.8105499447086384,-1.2337074191111363,2.7773225344241137,-1.4430298925481255,-0.4638989029545127,-1.308825094105927,1.965714537477388,0.6664094321386529,-1.7418592361065963,0.1115596879909766,1.984075183655609,1.9304873702831296,0.4150633011579738,1.311073251276369,1.3916360722172096,3.656634140692465,1.604148835134395,200.6655002942597
12794.915819650814,1.403043743660401,0.0476093083672165,1.5021405209758123,-0.7094902613802397,1.1404329855634934,-1.106414288419339,2.364098517676586,1.799771724125156,-2.946879657175615,1.676192451792375,0.6547106450174678,1.504270901737371,-1.2344101575203434,-0.4820698762098773,2.7353309662120573,-1.999927570080722,1.594235646098536,0.1361733724140612,-1.363511686189766,-2.556654085439651,-0.2801910175383419,-1.2621799740545794,-2.453475948952081,0.1073478490156882,-2.1040661163584367,2.7101901923777127,2.7754670510157955,-1.6315975798039783,10.852394977398257
